BlockID,YEAR,Violent_Crime,Property_Crime
991,2015,0,0
991,2016,0,0
991,2017,0,0
991,2018,0,0
991,2019,0,0
991,2020,0,0
991,2021,0,0
991,2022,0,0
991,2023,0,0
991,2024,0,0
992,2015,0,1
992,2016,0,0
992,2017,0,1
992,2018,0,1
992,2019,0,0
992,2020,0,0
992,2021,0,0
992,2022,0,0
992,2023,0,0
992,2024,0,0
993,2015,0,0
993,2016,0,0
993,2017,0,2
993,2018,0,0
993,2019,0,0
993,2020,0,0
993,2021,0,0
993,2022,0,0
993,2023,0,0
993,2024,0,0
994,2015,0,0
994,2016,0,0
994,2017,0,0
994,2018,0,0
994,2019,0,0
994,2020,0,0
994,2021,0,0
994,2022,0,1
994,2023,0,0
994,2024,0,0
995,2015,1,0
995,2016,0,0
995,2017,0,0
995,2018,0,0
995,2019,0,0
995,2020,0,0
995,2021,0,1
995,2022,0,0
995,2023,0,0
995,2024,0,0
996,2015,0,7
996,2016,0,1
996,2017,0,6
996,2018,2,4
996,2019,1,3
996,2020,0,2
996,2021,0,4
996,2022,1,1
996,2023,0,8
996,2024,0,2
997,2015,0,0
997,2016,0,0
997,2017,0,0
997,2018,0,0
997,2019,0,0
997,2020,0,0
997,2021,0,0
997,2022,0,0
997,2023,0,0
997,2024,0,0
998,2015,0,0
998,2016,0,0
998,2017,0,2
998,2018,0,3
998,2019,1,1
998,2020,1,2
998,2021,0,0
998,2022,0,2
998,2023,0,0
998,2024,0,0
999,2015,0,3
999,2016,0,1
999,2017,0,1
999,2018,0,4
999,2019,0,1
999,2020,2,3
999,2021,0,1
999,2022,0,6
999,2023,1,5
999,2024,0,1
1000,2015,0,3
1000,2016,0,1
1000,2017,0,2
1000,2018,0,1
1000,2019,1,0
1000,2020,0,0
1000,2021,0,1
1000,2022,0,1
1000,2023,0,0
1000,2024,0,0
1001,2015,0,0
1001,2016,0,7
1001,2017,1,1
1001,2018,1,3
1001,2019,0,5
1001,2020,0,0
1001,2021,1,2
1001,2022,0,3
1001,2023,0,1
1001,2024,0,1
1002,2015,0,0
1002,2016,0,0
1002,2017,0,0
1002,2018,0,1
1002,2019,0,1
1002,2020,0,1
1002,2021,0,1
1002,2022,0,1
1002,2023,0,1
1002,2024,0,0
1003,2015,0,3
1003,2016,0,2
1003,2017,0,2
1003,2018,0,2
1003,2019,0,1
1003,2020,0,1
1003,2021,0,2
1003,2022,0,0
1003,2023,0,1
1003,2024,0,1
1004,2015,0,1
1004,2016,0,1
1004,2017,0,1
1004,2018,0,0
1004,2019,0,0
1004,2020,0,0
1004,2021,0,1
1004,2022,0,2
1004,2023,0,0
1004,2024,0,0
1005,2015,0,2
1005,2016,0,1
1005,2017,0,4
1005,2018,0,0
1005,2019,0,2
1005,2020,0,2
1005,2021,1,0
1005,2022,0,1
1005,2023,0,1
1005,2024,0,0
1006,2015,0,3
1006,2016,1,10
1006,2017,2,1
1006,2018,0,6
1006,2019,0,3
1006,2020,1,0
1006,2021,0,5
1006,2022,1,0
1006,2023,0,1
1006,2024,1,1
1007,2015,1,1
1007,2016,1,8
1007,2017,1,8
1007,2018,0,1
1007,2019,0,6
1007,2020,0,3
1007,2021,1,1
1007,2022,1,1
1007,2023,0,1
1007,2024,0,2
1008,2015,0,0
1008,2016,0,0
1008,2017,0,1
1008,2018,0,0
1008,2019,0,0
1008,2020,0,0
1008,2021,1,2
1008,2022,0,0
1008,2023,0,0
1008,2024,0,0
1009,2015,0,2
1009,2016,1,4
1009,2017,0,6
1009,2018,0,7
1009,2019,1,6
1009,2020,0,6
1009,2021,0,2
1009,2022,0,2
1009,2023,0,5
1009,2024,1,0
1010,2015,0,0
1010,2016,0,1
1010,2017,1,1
1010,2018,0,3
1010,2019,0,1
1010,2020,0,1
1010,2021,1,1
1010,2022,0,1
1010,2023,0,0
1010,2024,0,1
1011,2015,0,0
1011,2016,0,0
1011,2017,0,0
1011,2018,0,2
1011,2019,0,1
1011,2020,0,0
1011,2021,0,0
1011,2022,0,0
1011,2023,1,2
1011,2024,0,3
1012,2015,0,1
1012,2016,2,1
1012,2017,0,1
1012,2018,0,7
1012,2019,0,1
1012,2020,0,4
1012,2021,2,2
1012,2022,0,3
1012,2023,0,4
1012,2024,0,1
1013,2015,0,0
1013,2016,1,1
1013,2017,1,4
1013,2018,2,0
1013,2019,0,1
1013,2020,0,0
1013,2021,0,3
1013,2022,2,1
1013,2023,0,0
1013,2024,0,0
1014,2015,0,0
1014,2016,0,1
1014,2017,0,0
1014,2018,0,1
1014,2019,0,0
1014,2020,0,0
1014,2021,0,0
1014,2022,0,0
1014,2023,0,1
1014,2024,1,2
1015,2015,0,3
1015,2016,2,7
1015,2017,1,6
1015,2018,0,8
1015,2019,0,2
1015,2020,0,0
1015,2021,1,2
1015,2022,0,1
1015,2023,0,0
1015,2024,0,2
1016,2015,0,0
1016,2016,0,0
1016,2017,1,0
1016,2018,0,1
1016,2019,0,0
1016,2020,0,1
1016,2021,0,0
1016,2022,0,0
1016,2023,0,1
1016,2024,0,1
1017,2015,1,12
1017,2016,3,30
1017,2017,1,12
1017,2018,1,15
1017,2019,3,11
1017,2020,0,8
1017,2021,1,4
1017,2022,1,5
1017,2023,2,6
1017,2024,1,1
1018,2015,0,0
1018,2016,0,0
1018,2017,0,0
1018,2018,0,0
1018,2019,0,0
1018,2020,0,0
1018,2021,0,0
1018,2022,0,0
1018,2023,0,0
1018,2024,0,0
1019,2015,0,0
1019,2016,0,0
1019,2017,2,2
1019,2018,0,1
1019,2019,0,0
1019,2020,0,0
1019,2021,0,2
1019,2022,0,0
1019,2023,1,0
1019,2024,0,0
1020,2015,0,0
1020,2016,0,0
1020,2017,0,0
1020,2018,0,1
1020,2019,0,13
1020,2020,0,4
1020,2021,0,0
1020,2022,0,1
1020,2023,0,4
1020,2024,0,2
1021,2015,2,8
1021,2016,2,5
1021,2017,0,1
1021,2018,1,7
1021,2019,0,8
1021,2020,1,9
1021,2021,0,6
1021,2022,0,5
1021,2023,2,2
1021,2024,2,1
1022,2015,1,0
1022,2016,0,0
1022,2017,0,1
1022,2018,0,0
1022,2019,0,2
1022,2020,0,0
1022,2021,0,0
1022,2022,0,0
1022,2023,0,1
1022,2024,0,0
1023,2015,0,1
1023,2016,0,0
1023,2017,0,0
1023,2018,0,0
1023,2019,0,0
1023,2020,0,0
1023,2021,0,0
1023,2022,0,0
1023,2023,0,0
1023,2024,0,0
1024,2015,0,0
1024,2016,0,0
1024,2017,0,0
1024,2018,0,0
1024,2019,0,0
1024,2020,0,0
1024,2021,0,0
1024,2022,0,0
1024,2023,0,0
1024,2024,0,0
1025,2015,0,0
1025,2016,0,1
1025,2017,0,0
1025,2018,0,0
1025,2019,1,0
1025,2020,0,0
1025,2021,0,0
1025,2022,0,0
1025,2023,1,0
1025,2024,0,0
1026,2015,0,1
1026,2016,0,1
1026,2017,0,0
1026,2018,0,0
1026,2019,0,0
1026,2020,1,1
1026,2021,0,0
1026,2022,0,0
1026,2023,0,0
1026,2024,1,0
1027,2015,2,5
1027,2016,4,11
1027,2017,4,10
1027,2018,6,28
1027,2019,1,5
1027,2020,0,2
1027,2021,2,3
1027,2022,1,2
1027,2023,2,1
1027,2024,3,1
1028,2015,0,1
1028,2016,0,0
1028,2017,1,0
1028,2018,1,2
1028,2019,0,0
1028,2020,0,0
1028,2021,0,0
1028,2022,0,0
1028,2023,0,0
1028,2024,0,0
1029,2015,0,0
1029,2016,0,0
1029,2017,0,0
1029,2018,0,0
1029,2019,0,1
1029,2020,0,0
1029,2021,1,0
1029,2022,0,0
1029,2023,0,0
1029,2024,0,1
1030,2015,0,0
1030,2016,0,0
1030,2017,1,0
1030,2018,0,3
1030,2019,0,8
1030,2020,0,0
1030,2021,3,3
1030,2022,1,1
1030,2023,2,0
1030,2024,3,3
1031,2015,2,7
1031,2016,5,35
1031,2017,5,11
1031,2018,6,20
1031,2019,12,182
1031,2020,24,541
1031,2021,21,296
1031,2022,8,111
1031,2023,6,146
1031,2024,7,70
1032,2015,4,3
1032,2016,0,2
1032,2017,0,8
1032,2018,0,5
1032,2019,2,2
1032,2020,2,1
1032,2021,1,3
1032,2022,1,1
1032,2023,1,0
1032,2024,3,0
1033,2015,0,0
1033,2016,0,0
1033,2017,0,0
1033,2018,0,0
1033,2019,0,0
1033,2020,0,0
1033,2021,0,0
1033,2022,0,0
1033,2023,0,0
1033,2024,0,0
1034,2015,0,3
1034,2016,1,0
1034,2017,0,0
1034,2018,0,0
1034,2019,1,2
1034,2020,0,1
1034,2021,0,0
1034,2022,0,0
1034,2023,0,0
1034,2024,0,1
1035,2015,0,3
1035,2016,1,6
1035,2017,0,24
1035,2018,1,13
1035,2019,0,11
1035,2020,0,2
1035,2021,1,21
1035,2022,1,34
1035,2023,0,38
1035,2024,2,17
1036,2015,1,24
1036,2016,0,14
1036,2017,2,22
1036,2018,2,21
1036,2019,1,15
1036,2020,1,3
1036,2021,2,6
1036,2022,0,3
1036,2023,0,2
1036,2024,0,4
1037,2015,0,0
1037,2016,1,4
1037,2017,2,6
1037,2018,1,2
1037,2019,1,2
1037,2020,0,0
1037,2021,0,0
1037,2022,1,2
1037,2023,0,4
1037,2024,1,1
1038,2015,1,0
1038,2016,0,0
1038,2017,1,0
1038,2018,1,0
1038,2019,0,0
1038,2020,0,0
1038,2021,0,0
1038,2022,1,0
1038,2023,0,1
1038,2024,0,0
1039,2015,0,1
1039,2016,0,0
1039,2017,0,0
1039,2018,0,2
1039,2019,0,0
1039,2020,0,0
1039,2021,0,0
1039,2022,0,0
1039,2023,1,0
1039,2024,0,0
1040,2015,0,0
1040,2016,0,0
1040,2017,0,0
1040,2018,0,0
1040,2019,0,0
1040,2020,0,0
1040,2021,0,0
1040,2022,0,0
1040,2023,0,0
1040,2024,0,0
1041,2015,0,0
1041,2016,0,0
1041,2017,0,0
1041,2018,0,0
1041,2019,0,0
1041,2020,0,0
1041,2021,0,0
1041,2022,0,0
1041,2023,0,0
1041,2024,0,0
1042,2015,0,0
1042,2016,1,0
1042,2017,0,0
1042,2018,0,0
1042,2019,0,0
1042,2020,0,0
1042,2021,0,0
1042,2022,0,1
1042,2023,0,0
1042,2024,0,0
1043,2015,2,22
1043,2016,5,51
1043,2017,6,87
1043,2018,7,163
1043,2019,8,133
1043,2020,6,47
1043,2021,7,48
1043,2022,3,45
1043,2023,6,36
1043,2024,4,42
1044,2015,0,0
1044,2016,0,0
1044,2017,0,0
1044,2018,0,0
1044,2019,0,0
1044,2020,0,0
1044,2021,0,0
1044,2022,0,0
1044,2023,0,0
1044,2024,0,0
1045,2015,0,0
1045,2016,0,0
1045,2017,0,0
1045,2018,0,0
1045,2019,0,0
1045,2020,0,0
1045,2021,0,1
1045,2022,0,0
1045,2023,1,0
1045,2024,0,0
1046,2015,0,4
1046,2016,1,3
1046,2017,0,5
1046,2018,0,5
1046,2019,0,3
1046,2020,0,2
1046,2021,0,0
1046,2022,3,1
1046,2023,0,4
1046,2024,0,3
1047,2015,5,0
1047,2016,1,2
1047,2017,0,0
1047,2018,0,1
1047,2019,1,0
1047,2020,0,2
1047,2021,1,1
1047,2022,1,0
1047,2023,0,0
1047,2024,0,0
1048,2015,0,0
1048,2016,0,0
1048,2017,0,0
1048,2018,0,0
1048,2019,0,0
1048,2020,0,0
1048,2021,0,0
1048,2022,0,0
1048,2023,0,0
1048,2024,0,0
1049,2015,1,5
1049,2016,1,6
1049,2017,3,7
1049,2018,0,7
1049,2019,3,5
1049,2020,0,0
1049,2021,1,1
1049,2022,1,1
1049,2023,0,1
1049,2024,0,0
1050,2015,3,5
1050,2016,7,8
1050,2017,8,7
1050,2018,8,11
1050,2019,10,8
1050,2020,0,3
1050,2021,3,1
1050,2022,0,0
1050,2023,4,1
1050,2024,3,2
1051,2015,0,16
1051,2016,2,36
1051,2017,10,26
1051,2018,6,45
1051,2019,4,21
1051,2020,0,22
1051,2021,3,22
1051,2022,0,13
1051,2023,3,8
1051,2024,1,2
1052,2015,0,0
1052,2016,0,0
1052,2017,0,0
1052,2018,0,0
1052,2019,0,0
1052,2020,0,0
1052,2021,0,0
1052,2022,0,0
1052,2023,0,0
1052,2024,0,0
1053,2015,0,0
1053,2016,0,0
1053,2017,0,0
1053,2018,0,0
1053,2019,0,0
1053,2020,0,0
1053,2021,0,0
1053,2022,0,0
1053,2023,0,0
1053,2024,0,0
1054,2015,0,2
1054,2016,0,0
1054,2017,0,0
1054,2018,0,0
1054,2019,0,0
1054,2020,0,0
1054,2021,0,0
1054,2022,0,0
1054,2023,0,0
1054,2024,0,0
1055,2015,0,0
1055,2016,0,0
1055,2017,0,0
1055,2018,0,0
1055,2019,0,0
1055,2020,0,0
1055,2021,0,0
1055,2022,0,0
1055,2023,0,0
1055,2024,0,0
1056,2015,0,0
1056,2016,0,0
1056,2017,0,0
1056,2018,0,0
1056,2019,0,0
1056,2020,0,0
1056,2021,0,0
1056,2022,0,0
1056,2023,0,0
1056,2024,0,0
1057,2015,2,8
1057,2016,3,13
1057,2017,4,10
1057,2018,5,11
1057,2019,7,16
1057,2020,2,6
1057,2021,1,3
1057,2022,0,1
1057,2023,0,5
1057,2024,0,6
1058,2015,3,4
1058,2016,1,10
1058,2017,1,4
1058,2018,1,7
1058,2019,2,2
1058,2020,0,2
1058,2021,2,0
1058,2022,0,0
1058,2023,0,3
1058,2024,0,4
1059,2015,0,1
1059,2016,0,0
1059,2017,0,0
1059,2018,0,0
1059,2019,0,2
1059,2020,0,0
1059,2021,0,0
1059,2022,0,0
1059,2023,0,0
1059,2024,1,0
1060,2015,2,7
1060,2016,1,11
1060,2017,4,25
1060,2018,3,17
1060,2019,8,19
1060,2020,2,12
1060,2021,0,9
1060,2022,7,6
1060,2023,9,10
1060,2024,2,4
1061,2015,0,5
1061,2016,2,12
1061,2017,1,19
1061,2018,2,6
1061,2019,3,11
1061,2020,4,13
1061,2021,0,17
1061,2022,4,4
1061,2023,0,1
1061,2024,2,6
1062,2015,0,5
1062,2016,0,29
1062,2017,5,25
1062,2018,6,12
1062,2019,6,9
1062,2020,3,4
1062,2021,5,18
1062,2022,3,32
1062,2023,4,46
1062,2024,7,145
1063,2015,0,0
1063,2016,0,0
1063,2017,0,0
1063,2018,0,0
1063,2019,0,1
1063,2020,0,0
1063,2021,0,0
1063,2022,0,0
1063,2023,0,0
1063,2024,0,0
1064,2015,1,10
1064,2016,0,7
1064,2017,1,5
1064,2018,0,3
1064,2019,5,2
1064,2020,0,1
1064,2021,0,4
1064,2022,0,0
1064,2023,0,2
1064,2024,3,6
1065,2015,0,0
1065,2016,1,1
1065,2017,1,1
1065,2018,1,1
1065,2019,0,8
1065,2020,0,1
1065,2021,0,5
1065,2022,2,1
1065,2023,0,0
1065,2024,2,3
1066,2015,0,2
1066,2016,2,15
1066,2017,0,7
1066,2018,1,4
1066,2019,0,2
1066,2020,1,6
1066,2021,1,1
1066,2022,3,5
1066,2023,1,1
1066,2024,2,1
1067,2015,6,27
1067,2016,2,23
1067,2017,1,17
1067,2018,3,24
1067,2019,7,26
1067,2020,4,15
1067,2021,6,17
1067,2022,6,10
1067,2023,11,12
1067,2024,12,12
1068,2015,0,1
1068,2016,0,0
1068,2017,0,0
1068,2018,0,3
1068,2019,0,0
1068,2020,0,0
1068,2021,0,0
1068,2022,0,0
1068,2023,0,0
1068,2024,0,1
1069,2015,0,0
1069,2016,0,0
1069,2017,0,0
1069,2018,0,0
1069,2019,0,0
1069,2020,0,0
1069,2021,0,0
1069,2022,0,0
1069,2023,0,0
1069,2024,0,0
1070,2015,1,1
1070,2016,2,0
1070,2017,1,1
1070,2018,0,0
1070,2019,0,1
1070,2020,0,2
1070,2021,0,0
1070,2022,0,1
1070,2023,0,0
1070,2024,1,0
1071,2015,0,0
1071,2016,0,1
1071,2017,0,2
1071,2018,1,1
1071,2019,1,0
1071,2020,0,1
1071,2021,0,0
1071,2022,0,0
1071,2023,0,0
1071,2024,0,0
1072,2015,0,0
1072,2016,0,0
1072,2017,1,1
1072,2018,0,0
1072,2019,0,0
1072,2020,0,0
1072,2021,0,0
1072,2022,0,1
1072,2023,0,0
1072,2024,0,0
1073,2015,0,0
1073,2016,0,1
1073,2017,0,1
1073,2018,0,0
1073,2019,0,0
1073,2020,0,0
1073,2021,0,0
1073,2022,1,0
1073,2023,0,0
1073,2024,0,0
1074,2015,0,0
1074,2016,0,0
1074,2017,0,0
1074,2018,0,0
1074,2019,0,0
1074,2020,0,0
1074,2021,1,0
1074,2022,0,0
1074,2023,0,0
1074,2024,0,0
1075,2015,0,0
1075,2016,0,6
1075,2017,0,3
1075,2018,0,1
1075,2019,0,0
1075,2020,0,0
1075,2021,0,0
1075,2022,0,1
1075,2023,0,1
1075,2024,0,1
1076,2015,0,0
1076,2016,0,0
1076,2017,0,0
1076,2018,0,0
1076,2019,0,0
1076,2020,0,0
1076,2021,0,0
1076,2022,0,0
1076,2023,0,0
1076,2024,0,0
1077,2015,2,1
1077,2016,0,0
1077,2017,0,0
1077,2018,0,1
1077,2019,1,0
1077,2020,0,0
1077,2021,0,0
1077,2022,0,0
1077,2023,0,1
1077,2024,0,0
1078,2015,0,3
1078,2016,0,8
1078,2017,1,4
1078,2018,3,2
1078,2019,0,1
1078,2020,0,0
1078,2021,0,1
1078,2022,0,0
1078,2023,0,0
1078,2024,0,1
1079,2015,0,3
1079,2016,1,8
1079,2017,0,2
1079,2018,0,3
1079,2019,0,7
1079,2020,0,0
1079,2021,0,0
1079,2022,0,1
1079,2023,0,2
1079,2024,0,1
1080,2015,0,0
1080,2016,1,4
1080,2017,0,2
1080,2018,0,0
1080,2019,0,1
1080,2020,0,0
1080,2021,0,0
1080,2022,0,2
1080,2023,0,0
1080,2024,0,0
1081,2015,0,0
1081,2016,0,0
1081,2017,0,0
1081,2018,0,0
1081,2019,0,0
1081,2020,0,0
1081,2021,0,0
1081,2022,0,0
1081,2023,0,0
1081,2024,0,0
1082,2015,0,0
1082,2016,0,0
1082,2017,0,0
1082,2018,0,2
1082,2019,0,0
1082,2020,0,0
1082,2021,1,1
1082,2022,0,0
1082,2023,0,1
1082,2024,2,0
1083,2015,2,4
1083,2016,0,5
1083,2017,0,5
1083,2018,0,12
1083,2019,1,4
1083,2020,0,1
1083,2021,1,1
1083,2022,1,2
1083,2023,0,1
1083,2024,1,2
1084,2015,0,3
1084,2016,0,3
1084,2017,0,1
1084,2018,0,1
1084,2019,0,1
1084,2020,0,0
1084,2021,0,0
1084,2022,1,0
1084,2023,0,1
1084,2024,1,1
1085,2015,0,0
1085,2016,1,2
1085,2017,0,1
1085,2018,0,0
1085,2019,1,1
1085,2020,0,1
1085,2021,0,0
1085,2022,0,1
1085,2023,0,1
1085,2024,0,1
1086,2015,4,10
1086,2016,3,13
1086,2017,3,14
1086,2018,9,7
1086,2019,2,6
1086,2020,1,1
1086,2021,5,4
1086,2022,6,2
1086,2023,7,1
1086,2024,1,3
1087,2015,0,0
1087,2016,0,0
1087,2017,0,0
1087,2018,0,0
1087,2019,0,0
1087,2020,0,0
1087,2021,0,0
1087,2022,0,0
1087,2023,0,0
1087,2024,0,1
1088,2015,0,1
1088,2016,0,0
1088,2017,0,0
1088,2018,0,0
1088,2019,0,1
1088,2020,0,0
1088,2021,0,0
1088,2022,0,0
1088,2023,0,0
1088,2024,0,1
1089,2015,1,0
1089,2016,0,1
1089,2017,0,1
1089,2018,0,0
1089,2019,0,0
1089,2020,0,0
1089,2021,0,0
1089,2022,0,0
1089,2023,0,0
1089,2024,0,2
1090,2015,0,0
1090,2016,0,0
1090,2017,0,0
1090,2018,0,0
1090,2019,1,0
1090,2020,0,0
1090,2021,0,2
1090,2022,0,0
1090,2023,0,1
1090,2024,0,0
1091,2015,0,1
1091,2016,0,0
1091,2017,0,3
1091,2018,0,2
1091,2019,0,1
1091,2020,0,1
1091,2021,0,0
1091,2022,0,0
1091,2023,0,1
1091,2024,0,0
1092,2015,0,1
1092,2016,0,2
1092,2017,0,1
1092,2018,0,3
1092,2019,0,3
1092,2020,0,2
1092,2021,0,2
1092,2022,0,3
1092,2023,0,3
1092,2024,1,0
1093,2015,1,0
1093,2016,1,1
1093,2017,0,2
1093,2018,0,0
1093,2019,0,0
1093,2020,0,0
1093,2021,0,0
1093,2022,0,1
1093,2023,1,1
1093,2024,0,0
1094,2015,0,0
1094,2016,0,0
1094,2017,0,1
1094,2018,0,0
1094,2019,0,0
1094,2020,0,0
1094,2021,0,1
1094,2022,0,1
1094,2023,0,2
1094,2024,0,1
1095,2015,0,0
1095,2016,0,0
1095,2017,0,0
1095,2018,0,0
1095,2019,0,0
1095,2020,0,0
1095,2021,0,0
1095,2022,0,0
1095,2023,0,0
1095,2024,0,0
1096,2015,0,0
1096,2016,1,0
1096,2017,0,2
1096,2018,0,1
1096,2019,0,0
1096,2020,0,0
1096,2021,0,0
1096,2022,0,0
1096,2023,0,0
1096,2024,2,0
1097,2015,0,3
1097,2016,0,1
1097,2017,0,4
1097,2018,1,4
1097,2019,0,1
1097,2020,0,1
1097,2021,0,1
1097,2022,0,2
1097,2023,0,2
1097,2024,0,0
1098,2015,0,0
1098,2016,0,0
1098,2017,0,0
1098,2018,0,0
1098,2019,0,0
1098,2020,0,0
1098,2021,0,0
1098,2022,0,0
1098,2023,0,0
1098,2024,0,0
1099,2015,0,0
1099,2016,0,4
1099,2017,1,3
1099,2018,0,1
1099,2019,0,3
1099,2020,0,1
1099,2021,0,0
1099,2022,1,1
1099,2023,1,1
1099,2024,0,0
1100,2015,0,5
1100,2016,2,4
1100,2017,0,3
1100,2018,2,8
1100,2019,1,2
1100,2020,0,2
1100,2021,1,5
1100,2022,1,5
1100,2023,1,2
1100,2024,0,4
1101,2015,0,0
1101,2016,0,0
1101,2017,0,0
1101,2018,0,0
1101,2019,0,0
1101,2020,0,0
1101,2021,0,0
1101,2022,0,0
1101,2023,0,0
1101,2024,0,0
1102,2015,0,2
1102,2016,0,4
1102,2017,1,2
1102,2018,1,1
1102,2019,0,0
1102,2020,0,1
1102,2021,0,0
1102,2022,0,0
1102,2023,0,2
1102,2024,0,0
1103,2015,0,0
1103,2016,0,0
1103,2017,0,0
1103,2018,1,0
1103,2019,0,0
1103,2020,0,0
1103,2021,0,0
1103,2022,1,0
1103,2023,1,0
1103,2024,0,0
1104,2015,0,3
1104,2016,1,6
1104,2017,1,5
1104,2018,0,6
1104,2019,1,24
1104,2020,0,16
1104,2021,3,22
1104,2022,3,7
1104,2023,1,12
1104,2024,1,2
1105,2015,1,4
1105,2016,0,4
1105,2017,2,13
1105,2018,3,21
1105,2019,1,2
1105,2020,0,2
1105,2021,0,2
1105,2022,0,3
1105,2023,1,6
1105,2024,1,2
1106,2015,1,6
1106,2016,1,3
1106,2017,2,5
1106,2018,1,4
1106,2019,2,5
1106,2020,1,3
1106,2021,3,5
1106,2022,0,2
1106,2023,0,0
1106,2024,1,0
1107,2015,0,0
1107,2016,0,0
1107,2017,0,0
1107,2018,0,0
1107,2019,0,0
1107,2020,0,0
1107,2021,0,0
1107,2022,0,0
1107,2023,0,1
1107,2024,0,1
1108,2015,0,0
1108,2016,0,0
1108,2017,0,0
1108,2018,0,0
1108,2019,0,0
1108,2020,0,0
1108,2021,0,0
1108,2022,0,0
1108,2023,0,0
1108,2024,0,0
1109,2015,0,4
1109,2016,2,4
1109,2017,1,12
1109,2018,1,3
1109,2019,2,3
1109,2020,0,2
1109,2021,3,5
1109,2022,0,5
1109,2023,3,14
1109,2024,2,9
1110,2015,0,1
1110,2016,0,0
1110,2017,0,0
1110,2018,1,4
1110,2019,0,0
1110,2020,0,0
1110,2021,0,3
1110,2022,0,2
1110,2023,0,1
1110,2024,0,0
1111,2015,0,2
1111,2016,1,2
1111,2017,0,3
1111,2018,0,1
1111,2019,0,1
1111,2020,0,0
1111,2021,0,2
1111,2022,0,0
1111,2023,0,1
1111,2024,0,0
1112,2015,0,3
1112,2016,0,1
1112,2017,0,0
1112,2018,0,0
1112,2019,0,0
1112,2020,0,0
1112,2021,0,0
1112,2022,0,0
1112,2023,0,0
1112,2024,0,0
1113,2015,0,1
1113,2016,0,1
1113,2017,0,7
1113,2018,1,4
1113,2019,1,3
1113,2020,1,1
1113,2021,0,5
1113,2022,0,0
1113,2023,0,1
1113,2024,0,3
1114,2015,0,1
1114,2016,0,3
1114,2017,1,3
1114,2018,0,5
1114,2019,0,4
1114,2020,0,5
1114,2021,0,1
1114,2022,3,2
1114,2023,2,3
1114,2024,0,5
1115,2015,0,0
1115,2016,1,0
1115,2017,0,0
1115,2018,0,0
1115,2019,3,5
1115,2020,0,0
1115,2021,0,0
1115,2022,0,0
1115,2023,0,0
1115,2024,0,1
1116,2015,0,1
1116,2016,0,0
1116,2017,0,0
1116,2018,0,0
1116,2019,0,1
1116,2020,0,1
1116,2021,0,0
1116,2022,0,0
1116,2023,0,1
1116,2024,0,0
1117,2015,1,3
1117,2016,0,0
1117,2017,0,3
1117,2018,0,4
1117,2019,0,1
1117,2020,0,0
1117,2021,0,2
1117,2022,0,1
1117,2023,2,0
1117,2024,1,1
1118,2015,0,0
1118,2016,0,0
1118,2017,0,0
1118,2018,0,0
1118,2019,0,0
1118,2020,0,0
1118,2021,0,0
1118,2022,0,0
1118,2023,0,0
1118,2024,0,0
1119,2015,0,0
1119,2016,0,0
1119,2017,0,0
1119,2018,0,0
1119,2019,0,0
1119,2020,0,0
1119,2021,0,0
1119,2022,0,0
1119,2023,0,0
1119,2024,0,0
1120,2015,0,0
1120,2016,0,0
1120,2017,0,1
1120,2018,0,0
1120,2019,0,10
1120,2020,0,2
1120,2021,0,2
1120,2022,0,1
1120,2023,0,0
1120,2024,1,1
1121,2015,0,0
1121,2016,0,0
1121,2017,0,0
1121,2018,0,0
1121,2019,0,0
1121,2020,0,0
1121,2021,0,0
1121,2022,0,0
1121,2023,0,0
1121,2024,0,0
1122,2015,0,0
1122,2016,0,0
1122,2017,0,0
1122,2018,0,0
1122,2019,0,0
1122,2020,0,0
1122,2021,0,0
1122,2022,0,0
1122,2023,0,0
1122,2024,0,0
1123,2015,0,1
1123,2016,0,1
1123,2017,3,2
1123,2018,0,0
1123,2019,0,1
1123,2020,0,1
1123,2021,1,1
1123,2022,1,1
1123,2023,0,4
1123,2024,0,0
1124,2015,0,0
1124,2016,0,0
1124,2017,0,0
1124,2018,0,0
1124,2019,0,0
1124,2020,0,0
1124,2021,0,0
1124,2022,0,0
1124,2023,0,0
1124,2024,1,0
1125,2015,0,0
1125,2016,0,0
1125,2017,0,0
1125,2018,0,0
1125,2019,0,0
1125,2020,0,0
1125,2021,0,0
1125,2022,0,0
1125,2023,0,0
1125,2024,0,0
1126,2015,0,3
1126,2016,0,0
1126,2017,0,0
1126,2018,0,0
1126,2019,0,0
1126,2020,0,0
1126,2021,0,0
1126,2022,0,0
1126,2023,0,1
1126,2024,0,0
1127,2015,0,4
1127,2016,0,3
1127,2017,1,1
1127,2018,0,1
1127,2019,0,1
1127,2020,0,1
1127,2021,0,1
1127,2022,0,1
1127,2023,0,1
1127,2024,1,0
1128,2015,0,0
1128,2016,0,0
1128,2017,0,0
1128,2018,0,0
1128,2019,0,0
1128,2020,0,0
1128,2021,0,1
1128,2022,1,0
1128,2023,0,0
1128,2024,0,0
1129,2015,0,0
1129,2016,0,1
1129,2017,0,0
1129,2018,0,1
1129,2019,0,0
1129,2020,0,0
1129,2021,0,1
1129,2022,0,0
1129,2023,0,1
1129,2024,0,0
1130,2015,0,4
1130,2016,0,1
1130,2017,0,1
1130,2018,0,0
1130,2019,0,2
1130,2020,0,0
1130,2021,0,1
1130,2022,0,1
1130,2023,0,0
1130,2024,0,0
1131,2015,1,2
1131,2016,1,1
1131,2017,1,5
1131,2018,0,10
1131,2019,0,1
1131,2020,0,2
